"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Polarity","VCE(sat) Max (V)","IC Continuous (A)","V(BR)CEO Min (V)","hFE Min","hFE Max","fT Min (MHz)","PTM Max (W)","Package Type"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBT5551L","SMMBT5551LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMBT5551LT1G","http://www.onsemi.com/pub/Collateral/MMBT5550LT1-D.PDF","High Voltage NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","High Voltage NPN Bipolar Transistor","NPN",,"0.6","160","80","250","-","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBT5551L","SMMBT5551LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMBT5551LT3G","http://www.onsemi.com/pub/Collateral/MMBT5550LT1-D.PDF","High Voltage NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","High Voltage NPN Bipolar Transistor","NPN",,"0.6","160","80","250","-","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBT589L","MMBT589LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBT589LT1G","http://www.onsemi.com/pub/Collateral/MMBT589LT1-D.PDF","30 V, 1.0 A High Current PNP Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","30 V, 1.0 A High Current PNP Low V<sub>CE(sat)</sub> Bipolar Transistor","PNP","0.3","1","30","100","300","100","0.31","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBT589L","NSVMMBT589LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMMBT589LT1G","http://www.onsemi.com/pub/Collateral/MMBT589LT1-D.PDF","30 V, 1.0 A High Current PNP Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","30 V, 1.0 A High Current PNP Low V<sub>CE(sat)</sub> Bipolar Transistor","PNP","0.3","1","30","100","300","100","0.31","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBT6429L","MMBT6429LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBT6429LT1G","http://www.onsemi.com/pub/Collateral/MMBT6428LT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"0.2","45","500","1250","100","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBT6429L","NSVMMBT6429LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMMBT6429LT1G","http://www.onsemi.com/pub/Collateral/MMBT6428LT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"0.2","45","500","1250","100","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBT6520L","MMBT6520LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBT6520LT1G","http://www.onsemi.com/pub/Collateral/MMBT6520LT1-D.PDF","High Voltage PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","High Voltage PNP Bipolar Transistor","PNP",,"0.5","350","30","200","40","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBT6520L","NSVMMBT6520LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMMBT6520LT1G","http://www.onsemi.com/pub/Collateral/MMBT6520LT1-D.PDF","High Voltage PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","High Voltage PNP Bipolar Transistor","PNP",,"0.5","350","30","200","40","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBT8099L","MMBT8099LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBT8099LT1G","http://www.onsemi.com/pub/Collateral/MMBT8099LT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Transistor","NPN",,"0.5","80","100","300","150","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTA05L","MMBTA05LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBTA05LT1G","http://www.onsemi.com/pub/Collateral/MMBTA05LT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"0.5","60","100","-","100","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTA05L","MMBTA05LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBTA05LT3G","http://www.onsemi.com/pub/Collateral/MMBTA05LT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"0.5","60","100","-","100","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTA05L","NSVMMBTA05LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMMBTA05LT1G","http://www.onsemi.com/pub/Collateral/MMBTA05LT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"0.5","60","100","-","100","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTA06WT1","MMBTA06WT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBTA06WT1G","http://www.onsemi.com/pub/Collateral/MMBTA06WT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"0.5","80","100","-","100","0.15","SC-70-3 / SOT-323-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTA06WT1","SMMBTA06WT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMBTA06WT1G","http://www.onsemi.com/pub/Collateral/MMBTA06WT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"0.5","80","100","-","100","0.15","SC-70-3 / SOT-323-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTA06WT1","SMMBTA06WT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMBTA06WT3G","http://www.onsemi.com/pub/Collateral/MMBTA06WT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"0.5","80","100","-","100","0.15","SC-70-3 / SOT-323-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTA55L","MMBTA55LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBTA55LT1G","http://www.onsemi.com/pub/Collateral/MMBTA55LT1-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Transistor","PNP",,"0.5","60","100","-","50","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTA56W","MMBTA56WT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBTA56WT1G","http://www.onsemi.com/pub/Collateral/MMBTA56WT1-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.5","80","100","-","50","0.15","SC-70-3 / SOT-323-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTA56W","SMMBTA56WT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMBTA56WT1G","http://www.onsemi.com/pub/Collateral/MMBTA56WT1-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.5","80","100","-","50","0.15","SC-70-3 / SOT-323-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTA56W","SMMBTA56WT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMBTA56WT3G","http://www.onsemi.com/pub/Collateral/MMBTA56WT1-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Transistor","PNP",,"0.5","80","100","-","50","0.15","SC-70-3 / SOT-323-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTH10L","MMBTH10-4LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBTH10-4LT1G","http://www.onsemi.com/pub/Collateral/MMBTH10LT1-D.PDF","NPN Bipolar Transistor, h","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"-","25","60
120","240
-","650
800","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTH10L","MMBTH10LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBTH10LT1G","http://www.onsemi.com/pub/Collateral/MMBTH10LT1-D.PDF","NPN Bipolar Transistor, h","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"-","25","60
120","240
-","650
800","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTH10L","MMBTH10LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMBTH10LT3G","http://www.onsemi.com/pub/Collateral/MMBTH10LT1-D.PDF","NPN Bipolar Transistor, h","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"-","25","60
120","240
-","650
800","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTH10L","NSVMMBTH10LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVMMBTH10LT1G","http://www.onsemi.com/pub/Collateral/MMBTH10LT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"-","25","60
120","240
-","650
800","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMBTH10L","SMMBTH10-4LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMBTH10-4LT3G","http://www.onsemi.com/pub/Collateral/MMBTH10LT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"-","25","60
120","240
-","650
800","0.225","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMJT350T1","MMJT350T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MMJT350T1G","http://www.onsemi.com/pub/Collateral/MMJT350T1-D.PDF","PNP Bipolar Power Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Power Transistor","PNP",,"0.5","300","30","240","-","2.75","SOT-223-4 / TO-261-4"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MMJT350T1","SMMJT350T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMMJT350T1G","http://www.onsemi.com/pub/Collateral/MMJT350T1-D.PDF","PNP Bipolar Power Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Power Transistor","PNP",,"0.5","300","30","240","-","2.75","SOT-223-4 / TO-261-4"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MSB1218A-RT1","MSB1218A-RT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MSB1218A-RT1G","http://www.onsemi.com/pub/Collateral/MSB1218A-RT1-D.PDF","PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free","Active","PNP Bipolar Transistor","PNP",,"0.1","45","210","340","-","0.15","SC-70-3 / SOT-323-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MSB92A","MSB92ASWT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MSB92ASWT1G","http://www.onsemi.com/pub/Collateral/MSB92ASWT1-D.PDF","High Voltage PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free","Active","High Voltage PNP Bipolar Transistor","PNP",,"0.5","300","120","200","50","0.15","SC-70-3 / SOT-323-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MSB92W","MSB92WT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MSB92WT1G","http://www.onsemi.com/pub/Collateral/MSB92WT1-D.PDF","High Voltage PNP Bipolar Transistor","AEC Qualified
Pb-free
Halide free","Active","High Voltage PNP Bipolar Transistor","PNP",,"0.5","300","25","-","50","0.15","SC-70-3 / SOT-323-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MSD1819A-R","MSD1819A-RT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MSD1819A-RT1G","http://www.onsemi.com/pub/Collateral/MSD1819A-RT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"0.1","50","210","340","-","0.15","SC-70-3 / SOT-323-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MSD1819A-R","SMSD1819A-RT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SMSD1819A-RT1G","http://www.onsemi.com/pub/Collateral/MSD1819A-RT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","NPN Bipolar Transistor","NPN",,"0.1","50","210","340","-","0.15","SC-70-3 / SOT-323-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MSD42SW","MSD42SWT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MSD42SWT1G","http://www.onsemi.com/pub/Collateral/MSD42SWT1-D.PDF","High Voltage NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free","Active","High Voltage NPN Bipolar Transistor","NPN",,"0.15","300","25","200","-","0.15","SC-70-3 / SOT-323-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","MSD601-R","MSD601-RT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MSD601-RT1G","http://www.onsemi.com/pub/Collateral/MSD601-RT1-D.PDF","NPN Bipolar Transistor","AEC Qualified
Pb-free
Halide free","Active","NPN Bipolar Transistor","NPN",,"0.1","50","210","340","-","0.2","SC-59-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NJD1718","NJD1718T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NJD1718T4G","http://www.onsemi.com/pub/Collateral/NJD1718-D.PDF","2.0 A, 50 V PNP Power Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","2.0 A, 50 V PNP Power Transistor","PNP","0.5","2","50","70","240","80","15","DPAK-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NJD1718","NJVNJD1718T4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NJVNJD1718T4G","http://www.onsemi.com/pub/Collateral/NJD1718-D.PDF","2.0 A, 50 V PNP Power Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","2.0 A, 50 V PNP Power Transistor","PNP","0.5","2","50","70","240","80","15","DPAK-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NJT4030P","NJT4030PT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NJT4030PT1G","http://www.onsemi.com/pub/Collateral/NJT4030P-D.PDF","Bipolar Power Transistors, PNP, 3.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Bipolar Power Transistors, PNP, 3.0 A, 40 V","PNP",,"3","40","200","400","100","2","SOT-223-4 / TO-261-4"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NJT4030P","NJT4030PT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NJT4030PT3G","http://www.onsemi.com/pub/Collateral/NJT4030P-D.PDF","Bipolar Power Transistors, PNP, 3.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Bipolar Power Transistors, PNP, 3.0 A, 40 V","PNP",,"3","40","200","400","100","2","SOT-223-4 / TO-261-4"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NJT4030P","NJV4030PT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NJV4030PT1G","http://www.onsemi.com/pub/Collateral/NJT4030P-D.PDF","Bipolar Power Transistors, PNP, 3.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Bipolar Power Transistors, PNP, 3.0 A, 40 V","PNP",,"3","40","200","400","100","2","SOT-223-4 / TO-261-4"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NJT4030P","NJV4030PT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NJV4030PT3G","http://www.onsemi.com/pub/Collateral/NJT4030P-D.PDF","Bipolar Power Transistors, PNP, 3.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Bipolar Power Transistors, PNP, 3.0 A, 40 V","PNP",,"3","40","200","400","100","2","SOT-223-4 / TO-261-4"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NJW0302","NJW0281G","http://www.onsemi.cn/PowerSolutions/product.do?id=NJW0281G","http://www.onsemi.com/pub/Collateral/NJW0281-D.PDF","Bipolar Power Transistors, Complementary, 15 A, 250 V, NPN","Pb-free","Active","Bipolar Power Transistors, Complementary, 15 A, 250 V","NPN
PNP",,"15","250","75","150","30","150","TO-3P-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NJW0302","NJW0302G","http://www.onsemi.cn/PowerSolutions/product.do?id=NJW0302G","http://www.onsemi.com/pub/Collateral/NJW0281-D.PDF","Bipolar Power Transistors, Complementary, 15 A, 250 V, PNP","Pb-free","Active","Bipolar Power Transistors, Complementary, 15 A, 250 V","NPN
PNP",,"15","250","75","150","30","150","TO-3P-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NJW21194","NJW21193G","http://www.onsemi.cn/PowerSolutions/product.do?id=NJW21193G","http://www.onsemi.com/pub/Collateral/NJW21193-D.PDF","Bipolar Power Transistors, Complementary, 16 A, 250 V, PNP","Pb-free","Active","Bipolar Power Transistors, Complementary, 16 A, 250 V","NPN
PNP",,"16","250","20","70","4","200","TO-3P-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NJW21194","NJW21194G","http://www.onsemi.cn/PowerSolutions/product.do?id=NJW21194G","http://www.onsemi.com/pub/Collateral/NJW21193-D.PDF","Bipolar Power Transistors, Complementary, 16 A, 250 V, NPN","Pb-free","Active","Bipolar Power Transistors, Complementary, 16 A, 250 V","NPN
PNP",,"16","250","20","70","4","200","TO-3P-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NS2029M3","NS2029M3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NS2029M3T5G","http://www.onsemi.com/pub/Collateral/NS2029M3-D.PDF","PNP Bipolar Small Signal Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Small Signal Transistor","PNP",,"0.1","50","120","560","-","0.265","SOT-723-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NS2029M3","NSV2029M3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSV2029M3T5G","http://www.onsemi.com/pub/Collateral/NS2029M3-D.PDF","PNP Bipolar Small Signal Transistor","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","PNP Bipolar Small Signal Transistor","PNP",,"0.1","50","120","560","-","0.265","SOT-723-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSM4002MR6","NSM4002MR6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSM4002MR6T1G","http://www.onsemi.com/pub/Collateral/NSM4002MR6-D.PDF","Dual NPN Transistors for Driving LEDs","AEC Qualified
Pb-free
Halide free","Active","Dual NPN Transistors for Driving LEDs",,,,,,,,,"SC-74"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSM80100M","NSM80100MT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSM80100MT1G","http://www.onsemi.com/pub/Collateral/NSM80100M-D.PDF","PNP Transistor with Dual Series Switching Diode","AEC Qualified
Pb-free
Halide free","Active","PNP Transistor with Dual Series Switching Diode","PNP",,"0.5","80","120","-","150","0.27","SC-74"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS12100M3","NSS12100M3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSS12100M3T5G","http://www.onsemi.com/pub/Collateral/NSS12100M3-D.PDF","Low V","AEC Qualified
Pb-free
Halide free","Active","Low V<sub>CE(sat)</sub> Transistor, PNP, 12 V, 1.0 A","PNP","0.06","1","12","120","-","-","0.48","SOT-723-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS12100XV6","NSS12100XV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSS12100XV6T1G","http://www.onsemi.com/pub/Collateral/NSS12100XV6-D.PDF","Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low V<sub>CE(sat)</sub> Transistor, PNP, 12 V, 1.0 A","PNP","0.44","1","12","100",,,"0.65",
"NSS12200L","AEC Qualified
Pb-free
Halide free","Active","Low V<sub>CE(sat)</sub> Transistor, PNP, 12 V, 4.0 A","PNP","0.09","2","12","250","-","100","0.71","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS12100XV6","NSV12100XV6T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSV12100XV6T1G","http://www.onsemi.com/pub/Collateral/NSS12100XV6-D.PDF","Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low V<sub>CE(sat)</sub> Transistor, PNP, 12 V, 1.0 A","PNP","0.44","1","12","100",,,"0.65",
"NSS12200L","AEC Qualified
Pb-free
Halide free","Active","Low V<sub>CE(sat)</sub> Transistor, PNP, 12 V, 4.0 A","PNP","0.09","2","12","250","-","100","0.71","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS12200W","NSS12200WT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSS12200WT1G","http://www.onsemi.com/pub/Collateral/NSS12200WT1G-D.PDF","Low V","AEC Qualified
Pb-free
Halide free","Active","Low V<sub>CE(sat)</sub> Transistor, PNP, 12 V, 2.0 A","PNP","0.29","2","12","100","300","-","0.45","SC-88-6 / SC-70-6 / SOT-363-6"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS12500UW3","NSS12500UW3T2G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSS12500UW3T2G","http://www.onsemi.com/pub/Collateral/NSS12500UW3.PDF","Low V","AEC Qualified
Pb-free
Halide free","Active","Low V<sub>CE(sat)</sub> Transistor, PNP, 12 V, 8.0 A","PNP","0.26","5","12","250","-","100","1.5","WDFN-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS12601CF8","NSS12601CF8T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSS12601CF8T1G","http://www.onsemi.com/pub/Collateral/NSS12601CF8-D.PDF","Low V","AEC Qualified
Pb-free
Halide free","Active","Low V<sub>CE(sat)</sub> Transistor, NPN, 12 V, 8.0 A","NPN","0.05","6","12","200","-","140","1.4","ChipFET-8"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS1C200L","NSS1C200LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSS1C200LT1G","http://www.onsemi.com/pub/Collateral/NSS1C200L-D.PDF","Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low V<sub>CE(sat)</sub> Transistor, PNP, 100 V, 2.0 A","PNP","0.115","2","100","120","360","-","0.71","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS1C200L","NSV1C200LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSV1C200LT1G","http://www.onsemi.com/pub/Collateral/NSS1C200L-D.PDF","Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low V<sub>CE(sat)</sub> Transistor, PNP, 100 V, 2.0 A","PNP","0.115","2","100","120","360","-","0.71","SOT-23-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS1C201MZ4","NSS1C201MZ4T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSS1C201MZ4T1G","http://www.onsemi.com/pub/Collateral/NSS1C201MZ4-D.PDF","2.0 A, 100 V Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","2.0 A, 100 V Low V<sub>CE(sat)</sub> NPN Bipolar Transistor","NPN","0.1","2","100","120","360","100","0.8","SOT-223-4 / TO-261-4"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS1C201MZ4","NSS1C201MZ4T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSS1C201MZ4T3G","http://www.onsemi.com/pub/Collateral/NSS1C201MZ4-D.PDF","2.0 A, 100 V Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","2.0 A, 100 V Low V<sub>CE(sat)</sub> NPN Bipolar Transistor","NPN","0.1","2","100","120","360","100","0.8","SOT-223-4 / TO-261-4"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS1C201MZ4","NSV1C201MZ4T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSV1C201MZ4T1G","http://www.onsemi.com/pub/Collateral/NSS1C201MZ4-D.PDF","2.0 A, 100 V Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","2.0 A, 100 V Low V<sub>CE(sat)</sub> NPN Bipolar Transistor","NPN","0.1","2","100","120","360","100","0.8","SOT-223-4 / TO-261-4"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS1C301E","NSS1C301ET4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSS1C301ET4G","http://www.onsemi.com/pub/Collateral/NSS1C301E-D.PDF","3 A, 100 V Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","3 A, 100 V Low V<sub>CE(sat)</sub> NPN Transistor","NPN","0.25","3","100","120","360","-","12.5","DPAK-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS1C301E","NSV1C301ET4G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSV1C301ET4G","http://www.onsemi.com/pub/Collateral/NSS1C301E-D.PDF","3 A, 100 V Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","3 A, 100 V Low V<sub>CE(sat)</sub> NPN Transistor","NPN","0.25","3","100","120","360","-","12.5","DPAK-3"
"on","双极晶体管---通用晶体管 和 低VCE(Sat) 晶体管","NSS20200L","NSS20200LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSS20200LT1G","http://www.onsemi.com/pub/Collateral/NSS20200L-D.PDF","Low V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Low V<sub>CE(sat)</sub> Transistor, PNP, -20 V, 4.0 A","PNP","0.09","2","20","250","-","100","0.71","SOT-23-3"
